;Index,CO_FIPS,YEAR,Tel_RETL,Tel_FOOD,Tel_MANU,Tel_WSLE,Tel_OFFI,Tel_GVED,Tel_HLTH,Tel_OTHR,Tel_AGRI,Tel_MING,Tel_CONS,HBJ_RETL,HBJ_FOOD,HBJ_MANU,HBJ_WSLE,HBJ_OFFI,HBJ_GVED,HBJ_HLTH,HBJ_OTHR,HBJ_AGRI,HBJ_MING,HBJ_CONS,HBJ,Telecom,Tot_WAH,CO_NAME
292056,29,2056,0.0485,0.0281,0.0463,0.0651,0.1427,0.0683,0.0518,0.1053,0.0316,0.0044,0.0424,0.0372,0.0215,0.0355,0.0499,0.1094,0.0523,0.0397,0.0807,0.0242,0.0033,0.0325,0.0574,0.0749,0.1323,"Morgan County, Utah"
292057,29,2057,0.0487,0.0282,0.0465,0.0655,0.1432,0.0685,0.052,0.1055,0.0316,0.0044,0.0425,0.0375,0.0217,0.0358,0.0504,0.1103,0.0528,0.0401,0.0813,0.0244,0.0034,0.0328,0.0579,0.0752,0.1331,"Morgan County, Utah"
292058,29,2058,0.0488,0.0283,0.0466,0.0657,0.1436,0.0687,0.0521,0.1057,0.0317,0.0044,0.0427,0.0378,0.0219,0.0361,0.0509,0.1112,0.0532,0.0404,0.0819,0.0245,0.0034,0.0331,0.0584,0.0754,0.1338,"Morgan County, Utah"
292059,29,2059,0.049,0.0284,0.0468,0.066,0.144,0.0689,0.0523,0.1058,0.0317,0.0044,0.0428,0.0382,0.0221,0.0364,0.0514,0.1122,0.0537,0.0407,0.0824,0.0247,0.0034,0.0333,0.0589,0.0756,0.1345,"Morgan County, Utah"
292060,29,2060,0.0491,0.0284,0.0469,0.0663,0.1445,0.0691,0.0525,0.106,0.0318,0.0044,0.0429,0.0385,0.0223,0.0367,0.0519,0.1131,0.0541,0.0411,0.083,0.0249,0.0034,0.0336,0.0594,0.0759,0.1353,"Morgan County, Utah"
292061,29,2061,0.0493,0.0285,0.0471,0.0667,0.145,0.0694,0.0526,0.1063,0.0319,0.0044,0.0431,0.0388,0.0225,0.037,0.0525,0.1141,0.0546,0.0414,0.0836,0.0251,0.0035,0.0339,0.0599,0.0761,0.136,"Morgan County, Utah"
292062,29,2062,0.0495,0.0286,0.0472,0.067,0.1455,0.0696,0.0528,0.1065,0.0319,0.0044,0.0432,0.0391,0.0227,0.0373,0.053,0.1151,0.0551,0.0418,0.0842,0.0253,0.0035,0.0342,0.0604,0.0763,0.1367,"Morgan County, Utah"
292063,29,2063,0.0496,0.0287,0.0474,0.0673,0.1459,0.0698,0.053,0.1067,0.032,0.0044,0.0434,0.0395,0.0228,0.0377,0.0535,0.116,0.0555,0.0421,0.0848,0.0254,0.0035,0.0345,0.0609,0.0766,0.1375,"Morgan County, Utah"
292064,29,2064,0.0498,0.0288,0.0475,0.0676,0.1464,0.0701,0.0532,0.1069,0.0321,0.0045,0.0435,0.0398,0.023,0.038,0.054,0.117,0.056,0.0425,0.0854,0.0256,0.0036,0.0348,0.0614,0.0768,0.1382,"Morgan County, Utah"
292065,29,2065,0.05,0.0289,0.0477,0.0679,0.1469,0.0703,0.0533,0.1072,0.0321,0.0045,0.0437,0.0401,0.0232,0.0383,0.0545,0.1179,0.0565,0.0428,0.086,0.0258,0.0036,0.035,0.0619,0.0771,0.139,"Morgan County, Utah"
312023,31,2023,0.0684,0.0396,0.0653,0.069,0.2017,0.0982,0.0731,0.16,0.0653,0.0061,0.0598,0.0301,0.0174,0.0288,0.0304,0.0888,0.0433,0.0322,0.0705,0.0288,0.0027,0.0263,0.0411,0.0934,0.1345,"Piute County, Utah"
312024,31,2024,0.065,0.0376,0.062,0.0655,0.1914,0.0933,0.0693,0.1536,0.062,0.0058,0.0568,0.0296,0.0171,0.0282,0.0298,0.0871,0.0425,0.0316,0.0699,0.0282,0.0027,0.0258,0.0403,0.0886,0.1289,"Piute County, Utah"
312025,31,2025,0.0598,0.0346,0.0571,0.0601,0.1763,0.0854,0.0639,0.1409,0.0571,0.0054,0.0523,0.0317,0.0183,0.0302,0.0318,0.0933,0.0452,0.0338,0.0745,0.0302,0.0028,0.0277,0.0429,0.0811,0.124,"Piute County, Utah"
312026,31,2026,0.0572,0.0331,0.0545,0.0574,0.1684,0.0816,0.061,0.1334,0.0546,0.0051,0.0499,0.032,0.0185,0.0305,0.0321,0.0943,0.0457,0.0341,0.0747,0.0305,0.0029,0.0279,0.0431,0.0771,0.1202,"Piute County, Utah"
312027,31,2027,0.0553,0.032,0.0528,0.0555,0.1629,0.0789,0.059,0.128,0.0528,0.005,0.0483,0.0324,0.0187,0.0309,0.0325,0.0954,0.0462,0.0346,0.075,0.0309,0.0029,0.0283,0.0434,0.0741,0.1175,"Piute County, Utah"
312028,31,2028,0.0538,0.0311,0.0513,0.0541,0.1586,0.0767,0.0574,0.1234,0.0514,0.0048,0.047,0.0327,0.0189,0.0312,0.0329,0.0964,0.0466,0.0349,0.075,0.0312,0.0029,0.0286,0.0437,0.0718,0.1155,"Piute County, Utah"
312029,31,2029,0.0526,0.0305,0.0502,0.053,0.1551,0.075,0.0562,0.1204,0.0502,0.0047,0.046,0.033,0.0191,0.0315,0.0333,0.0973,0.047,0.0352,0.0755,0.0315,0.003,0.0288,0.044,0.0702,0.1142,"Piute County, Utah"
312030,31,2030,0.0517,0.0299,0.0493,0.0521,0.1524,0.0736,0.0552,0.1175,0.0494,0.0046,0.0452,0.0333,0.0193,0.0318,0.0335,0.0981,0.0474,0.0355,0.0756,0.0318,0.003,0.0291,0.0444,0.0689,0.1133,"Piute County, Utah"
312031,31,2031,0.0521,0.0301,0.0497,0.0525,0.1534,0.0741,0.0556,0.1179,0.0497,0.0047,0.0455,0.0338,0.0196,0.0322,0.034,0.0996,0.0481,0.0361,0.0765,0.0323,0.003,0.0295,0.0449,0.0692,0.1141,"Piute County, Utah"
312032,31,2032,0.0524,0.0303,0.05,0.0529,0.1543,0.0746,0.0559,0.1182,0.05,0.0047,0.0458,0.0343,0.0198,0.0327,0.0346,0.101,0.0488,0.0366,0.0773,0.0327,0.0031,0.0299,0.0454,0.0694,0.1148,"Piute County, Utah"
312033,31,2033,0.0526,0.0304,0.0502,0.0533,0.155,0.0749,0.0562,0.1179,0.0502,0.0047,0.046,0.0347,0.0201,0.0331,0.0351,0.1022,0.0494,0.037,0.0777,0.0331,0.0031,0.0303,0.0459,0.0696,0.1155,"Piute County, Utah"
312034,31,2034,0.0529,0.0306,0.0505,0.0536,0.156,0.0754,0.0565,0.1184,0.0505,0.0047,0.0462,0.0352,0.0204,0.0336,0.0356,0.1037,0.0501,0.0376,0.0787,0.0336,0.0032,0.0307,0.0464,0.0698,0.1162,"Piute County, Utah"
312035,31,2035,0.0531,0.0308,0.0507,0.0547,0.1566,0.0757,0.0567,0.1192,0.0507,0.0048,0.0464,0.0356,0.0206,0.034,0.0366,0.1048,0.0507,0.038,0.0798,0.034,0.0032,0.0311,0.0469,0.0701,0.117,"Piute County, Utah"
312036,31,2036,0.0531,0.0308,0.0507,0.0548,0.1566,0.0762,0.0567,0.1187,0.0507,0.0048,0.0464,0.0358,0.0207,0.0342,0.037,0.1056,0.0514,0.0383,0.0801,0.0342,0.0032,0.0313,0.0474,0.0703,0.1177,"Piute County, Utah"
312037,31,2037,0.0533,0.0309,0.0509,0.0552,0.1571,0.0765,0.0569,0.1192,0.0509,0.0048,0.0466,0.0362,0.021,0.0346,0.0375,0.1068,0.052,0.0387,0.081,0.0346,0.0032,0.0316,0.0479,0.0705,0.1184,"Piute County, Utah"
312038,31,2038,0.0537,0.0311,0.0512,0.0556,0.1582,0.077,0.0573,0.1196,0.0513,0.0048,0.0469,0.0367,0.0213,0.0351,0.0381,0.1083,0.0527,0.0392,0.0818,0.0351,0.0033,0.0321,0.0484,0.0708,0.1192,"Piute County, Utah"
312039,31,2039,0.0538,0.0311,0.0513,0.0559,0.1586,0.0771,0.0574,0.1195,0.0514,0.0048,0.047,0.0371,0.0215,0.0354,0.0386,0.1093,0.0532,0.0396,0.0824,0.0354,0.0033,0.0324,0.0489,0.071,0.1199,"Piute County, Utah"
312040,31,2040,0.054,0.0312,0.0515,0.0561,0.1591,0.0774,0.0576,0.1194,0.0516,0.0048,0.0472,0.0375,0.0217,0.0358,0.039,0.1105,0.0537,0.04,0.0829,0.0358,0.0034,0.0327,0.0494,0.0712,0.1206,"Piute County, Utah"
312041,31,2041,0.0542,0.0313,0.0517,0.0565,0.1596,0.0776,0.0578,0.1198,0.0517,0.0049,0.0473,0.0379,0.0219,0.0361,0.0395,0.1116,0.0543,0.0404,0.0838,0.0361,0.0034,0.0331,0.0499,0.0714,0.1213,"Piute County, Utah"
312042,31,2042,0.0545,0.0315,0.052,0.0569,0.1606,0.0781,0.0582,0.1197,0.052,0.0049,0.0476,0.0384,0.0222,0.0366,0.04,0.113,0.055,0.041,0.0842,0.0366,0.0034,0.0335,0.0504,0.0717,0.1221,"Piute County, Utah"
312043,31,2043,0.0547,0.0317,0.0522,0.0573,0.1613,0.0784,0.0584,0.12,0.0523,0.0049,0.0478,0.0388,0.0224,0.037,0.0406,0.1143,0.0556,0.0414,0.085,0.037,0.0035,0.0339,0.0509,0.0719,0.1228,"Piute County, Utah"
312044,31,2044,0.055,0.0318,0.0525,0.0576,0.1622,0.0789,0.0587,0.1204,0.0525,0.0049,0.0481,0.0392,0.0227,0.0375,0.0411,0.1157,0.0562,0.0419,0.0859,0.0375,0.0035,0.0343,0.0514,0.0721,0.1235,"Piute County, Utah"
312045,31,2045,0.055,0.0319,0.0525,0.0579,0.1622,0.0788,0.0588,0.1207,0.0525,0.0049,0.0481,0.0395,0.0229,0.0377,0.0416,0.1164,0.0566,0.0422,0.0867,0.0377,0.0035,0.0345,0.0519,0.0724,0.1243,"Piute County, Utah"
312046,31,2046,0.0553,0.032,0.0528,0.0582,0.1629,0.0792,0.059,0.121,0.0528,0.005,0.0483,0.0399,0.0231,0.0381,0.042,0.1177,0.0572,0.0426,0.0874,0.0381,0.0036,0.0349,0.0524,0.0726,0.125,"Piute County, Utah"
312047,31,2047,0.0557,0.0322,0.0532,0.0586,0.1642,0.0798,0.0595,0.1208,0.0532,0.005,0.0487,0.0405,0.0234,0.0387,0.0426,0.1194,0.058,0.0432,0.0878,0.0387,0.0036,0.0354,0.0529,0.0728,0.1257,"Piute County, Utah"
312048,31,2048,0.0558,0.0323,0.0532,0.0589,0.1643,0.0799,0.0595,0.1209,0.0532,0.005,0.0487,0.0408,0.0236,0.0389,0.0431,0.1202,0.0584,0.0435,0.0885,0.0389,0.0037,0.0356,0.0534,0.0731,0.1265,"Piute County, Utah"
312049,31,2049,0.056,0.0324,0.0534,0.0592,0.1651,0.0802,0.0598,0.1215,0.0535,0.005,0.0489,0.0412,0.0239,0.0393,0.0436,0.1215,0.059,0.044,0.0894,0.0394,0.0037,0.036,0.0539,0.0733,0.1272,"Piute County, Utah"
312050,31,2050,0.0561,0.0325,0.0535,0.0596,0.1653,0.0803,0.0599,0.1217,0.0535,0.005,0.049,0.0415,0.024,0.0396,0.0441,0.1224,0.0595,0.0443,0.0901,0.0396,0.0037,0.0363,0.0544,0.0735,0.1279,"Piute County, Utah"
312051,31,2051,0.0564,0.0326,0.0538,0.0599,0.1661,0.0807,0.0602,0.1221,0.0538,0.0051,0.0493,0.042,0.0243,0.0401,0.0446,0.1237,0.0601,0.0448,0.0909,0.0401,0.0038,0.0367,0.0549,0.0738,0.1287,"Piute County, Utah"
312052,31,2052,0.0567,0.0328,0.0541,0.0602,0.1672,0.0814,0.0606,0.1219,0.0542,0.0051,0.0496,0.0425,0.0246,0.0406,0.0451,0.1253,0.061,0.0454,0.0913,0.0406,0.0038,0.0371,0.0554,0.074,0.1294,"Piute County, Utah"
312053,31,2053,0.0568,0.0329,0.0542,0.0607,0.1675,0.0816,0.0607,0.1224,0.0543,0.0051,0.0497,0.0428,0.0248,0.0409,0.0457,0.1262,0.0615,0.0457,0.0922,0.0409,0.0038,0.0374,0.0559,0.0742,0.1301,"Piute County, Utah"
312054,31,2054,0.0571,0.0331,0.0545,0.061,0.1683,0.082,0.061,0.1228,0.0545,0.0051,0.0499,0.0433,0.0251,0.0413,0.0462,0.1276,0.0621,0.0462,0.093,0.0413,0.0039,0.0378,0.0564,0.0745,0.1309,"Piute County, Utah"
312055,31,2055,0.0574,0.0332,0.0548,0.0621,0.1692,0.0824,0.0613,0.1231,0.0548,0.0051,0.0502,0.0438,0.0253,0.0418,0.0473,0.1289,0.0628,0.0467,0.0938,0.0418,0.0039,0.0382,0.0569,0.0747,0.1316,"Piute County, Utah"
312056,31,2056,0.0576,0.0333,0.0549,0.0626,0.1696,0.0826,0.0614,0.1235,0.0549,0.0052,0.0503,0.0441,0.0255,0.0421,0.0479,0.13,0.0633,0.0471,0.0946,0.0421,0.004,0.0385,0.0574,0.0749,0.1323,"Piute County, Utah"
312057,31,2057,0.0578,0.0335,0.0552,0.0629,0.1704,0.083,0.0617,0.1231,0.0552,0.0052,0.0505,0.0446,0.0258,0.0425,0.0484,0.1313,0.0639,0.0476,0.0948,0.0425,0.004,0.0389,0.0579,0.0752,0.1331,"Piute County, Utah"
312058,31,2058,0.0581,0.0336,0.0554,0.0631,0.1711,0.0833,0.062,0.1236,0.0554,0.0052,0.0507,0.045,0.026,0.0429,0.0489,0.1325,0.0645,0.048,0.0957,0.0429,0.004,0.0393,0.0584,0.0754,0.1338,"Piute County, Utah"
312059,31,2059,0.0581,0.0336,0.0555,0.0635,0.1712,0.0834,0.062,0.1237,0.0555,0.0052,0.0508,0.0453,0.0262,0.0432,0.0495,0.1334,0.0649,0.0483,0.0964,0.0432,0.0041,0.0395,0.0589,0.0756,0.1345,"Piute County, Utah"
312060,31,2060,0.0584,0.0338,0.0557,0.0639,0.1721,0.0838,0.0624,0.1234,0.0558,0.0052,0.051,0.0457,0.0265,0.0436,0.05,0.1347,0.0656,0.0488,0.0966,0.0437,0.0041,0.0399,0.0594,0.0759,0.1353,"Piute County, Utah"
312061,31,2061,0.0586,0.0339,0.0559,0.0645,0.1726,0.0841,0.0625,0.1238,0.0559,0.0053,0.0512,0.0461,0.0267,0.044,0.0507,0.1358,0.0662,0.0492,0.0974,0.044,0.0041,0.0403,0.0599,0.0761,0.136,"Piute County, Utah"
312062,31,2062,0.0588,0.034,0.0561,0.0647,0.1732,0.0844,0.0628,0.1239,0.0561,0.0053,0.0514,0.0465,0.0269,0.0444,0.0512,0.137,0.0667,0.0496,0.098,0.0444,0.0042,0.0406,0.0604,0.0763,0.1367,"Piute County, Utah"
312063,31,2063,0.059,0.0342,0.0563,0.0649,0.1739,0.0847,0.063,0.1237,0.0563,0.0053,0.0516,0.0469,0.0271,0.0448,0.0516,0.1382,0.0673,0.0501,0.0983,0.0448,0.0042,0.041,0.0609,0.0766,0.1375,"Piute County, Utah"
312064,31,2064,0.0593,0.0343,0.0566,0.0657,0.1747,0.0851,0.0633,0.124,0.0566,0.0053,0.0518,0.0474,0.0274,0.0452,0.0524,0.1395,0.068,0.0506,0.0991,0.0452,0.0042,0.0414,0.0614,0.0768,0.1382,"Piute County, Utah"
312065,31,2065,0.0596,0.0345,0.0569,0.066,0.1755,0.0855,0.0636,0.1243,0.0569,0.0053,0.0521,0.0478,0.0277,0.0456,0.053,0.1409,0.0687,0.0511,0.0998,0.0457,0.0043,0.0418,0.0619,0.0771,0.139,"Piute County, Utah"
332023,33,2023,0.0619,0.0358,0.059,0.0611,0.1821,0.0877,0.066,0.1475,0.0591,0.0055,0.0541,0.0272,0.0158,0.026,0.0269,0.0802,0.0386,0.0291,0.065,0.026,0.0024,0.0238,0.0411,0.0934,0.1345,"Rich County, Utah"
332024,33,2024,0.0589,0.0341,0.0562,0.0554,0.1734,0.0835,0.0629,0.1419,0.0562,0.0053,0.0515,0.0268,0.0155,0.0256,0.0252,0.0789,0.038,0.0286,0.0646,0.0256,0.0024,0.0234,0.0403,0.0886,0.1289,"Rich County, Utah"
332025,33,2025,0.0537,0.0311,0.0513,0.0506,0.1582,0.0762,0.0574,0.1296,0.0513,0.0048,0.0469,0.0284,0.0165,0.0271,0.0268,0.0837,0.0403,0.0304,0.0686,0.0271,0.0025,0.0248,0.0429,0.0811,0.124,"Rich County, Utah"
332026,33,2026,0.051,0.0295,0.0487,0.048,0.1501,0.0722,0.0544,0.1229,0.0487,0.0046,0.0445,0.0285,0.0165,0.0272,0.0269,0.084,0.0404,0.0305,0.0688,0.0272,0.0026,0.0249,0.0431,0.0771,0.1202,"Rich County, Utah"
332027,33,2027,0.0491,0.0284,0.0468,0.0464,0.1444,0.0696,0.0524,0.1178,0.0468,0.0044,0.0429,0.0287,0.0166,0.0274,0.0272,0.0846,0.0407,0.0307,0.069,0.0274,0.0026,0.0251,0.0434,0.0741,0.1175,"Rich County, Utah"
332028,33,2028,0.0475,0.0275,0.0453,0.045,0.1399,0.0674,0.0507,0.1137,0.0454,0.0043,0.0415,0.0289,0.0167,0.0276,0.0273,0.085,0.041,0.0308,0.0691,0.0276,0.0026,0.0252,0.0437,0.0718,0.1155,"Rich County, Utah"
332029,33,2029,0.0463,0.0268,0.0442,0.0438,0.1362,0.0657,0.0494,0.1106,0.0442,0.0041,0.0404,0.029,0.0168,0.0277,0.0275,0.0854,0.0412,0.031,0.0693,0.0277,0.0026,0.0253,0.044,0.0702,0.1142,"Rich County, Utah"
332030,33,2030,0.0453,0.0262,0.0432,0.0429,0.1333,0.0643,0.0483,0.1082,0.0432,0.0041,0.0395,0.0291,0.0169,0.0278,0.0276,0.0858,0.0414,0.0311,0.0696,0.0278,0.0026,0.0255,0.0444,0.0689,0.1133,"Rich County, Utah"
332031,33,2031,0.0453,0.0262,0.0432,0.043,0.1333,0.0643,0.0483,0.1082,0.0432,0.0041,0.0395,0.0294,0.017,0.028,0.0279,0.0865,0.0417,0.0314,0.0702,0.028,0.0026,0.0257,0.0449,0.0692,0.1141,"Rich County, Utah"
332032,33,2032,0.0453,0.0262,0.0432,0.043,0.1333,0.0644,0.0483,0.1083,0.0432,0.0041,0.0396,0.0296,0.0171,0.0283,0.0281,0.0872,0.0421,0.0316,0.0708,0.0283,0.0027,0.0259,0.0454,0.0694,0.1148,"Rich County, Utah"
332033,33,2033,0.0453,0.0262,0.0433,0.0431,0.1335,0.0645,0.0484,0.1084,0.0433,0.0041,0.0396,0.0299,0.0173,0.0285,0.0284,0.088,0.0425,0.0319,0.0715,0.0285,0.0027,0.0261,0.0459,0.0696,0.1155,"Rich County, Utah"
332034,33,2034,0.0455,0.0263,0.0434,0.0433,0.1338,0.0648,0.0485,0.1083,0.0434,0.0041,0.0397,0.0302,0.0175,0.0288,0.0288,0.0889,0.043,0.0323,0.072,0.0288,0.0027,0.0264,0.0464,0.0698,0.1162,"Rich County, Utah"
332035,33,2035,0.0454,0.0263,0.0433,0.0433,0.1336,0.0647,0.0484,0.109,0.0433,0.0041,0.0396,0.0304,0.0176,0.029,0.029,0.0894,0.0433,0.0324,0.073,0.029,0.0027,0.0265,0.0469,0.0701,0.117,"Rich County, Utah"
332036,33,2036,0.0454,0.0263,0.0433,0.0433,0.1336,0.0648,0.0484,0.1092,0.0433,0.0041,0.0396,0.0306,0.0177,0.0292,0.0292,0.0901,0.0437,0.0327,0.0736,0.0292,0.0027,0.0267,0.0474,0.0703,0.1177,"Rich County, Utah"
332037,33,2037,0.0454,0.0263,0.0434,0.0435,0.1337,0.0649,0.0485,0.1093,0.0434,0.0041,0.0397,0.0309,0.0179,0.0295,0.0296,0.0909,0.0441,0.033,0.0743,0.0295,0.0028,0.027,0.0479,0.0705,0.1184,"Rich County, Utah"
332038,33,2038,0.0454,0.0263,0.0434,0.0435,0.1337,0.0649,0.0485,0.1094,0.0434,0.0041,0.0397,0.0311,0.018,0.0297,0.0298,0.0915,0.0444,0.0332,0.0749,0.0297,0.0028,0.0272,0.0484,0.0708,0.1192,"Rich County, Utah"
332039,33,2039,0.0455,0.0263,0.0434,0.0436,0.1338,0.065,0.0485,0.1095,0.0434,0.0041,0.0397,0.0313,0.0181,0.0299,0.03,0.0922,0.0448,0.0335,0.0755,0.0299,0.0028,0.0274,0.0489,0.071,0.1199,"Rich County, Utah"
332040,33,2040,0.0455,0.0263,0.0434,0.0437,0.134,0.0651,0.0486,0.1097,0.0435,0.0041,0.0398,0.0316,0.0183,0.0302,0.0303,0.093,0.0452,0.0337,0.0761,0.0302,0.0028,0.0276,0.0494,0.0712,0.1206,"Rich County, Utah"
332041,33,2041,0.0456,0.0264,0.0435,0.0438,0.1342,0.0653,0.0487,0.1098,0.0435,0.0041,0.0398,0.0319,0.0184,0.0304,0.0306,0.0938,0.0456,0.034,0.0768,0.0304,0.0029,0.0278,0.0499,0.0714,0.1213,"Rich County, Utah"
332042,33,2042,0.0456,0.0264,0.0435,0.0438,0.1343,0.0653,0.0487,0.11,0.0436,0.0041,0.0399,0.0321,0.0186,0.0306,0.0308,0.0945,0.046,0.0343,0.0774,0.0307,0.0029,0.0281,0.0504,0.0717,0.1221,"Rich County, Utah"
332043,33,2043,0.0457,0.0265,0.0436,0.0439,0.1345,0.0655,0.0488,0.1101,0.0436,0.0041,0.0399,0.0324,0.0187,0.0309,0.0311,0.0953,0.0464,0.0346,0.078,0.0309,0.0029,0.0283,0.0509,0.0719,0.1228,"Rich County, Utah"
332044,33,2044,0.0458,0.0265,0.0437,0.044,0.1347,0.0655,0.0488,0.1103,0.0437,0.0041,0.04,0.0326,0.0189,0.0311,0.0314,0.0961,0.0467,0.0348,0.0787,0.0312,0.0029,0.0285,0.0514,0.0721,0.1235,"Rich County, Utah"
332045,33,2045,0.0458,0.0265,0.0437,0.0442,0.1348,0.0656,0.0489,0.1105,0.0437,0.0041,0.04,0.0329,0.019,0.0314,0.0317,0.0968,0.0471,0.0351,0.0793,0.0314,0.0029,0.0287,0.0519,0.0724,0.1243,"Rich County, Utah"
332046,33,2046,0.0459,0.0265,0.0438,0.0442,0.135,0.0658,0.049,0.1107,0.0438,0.0041,0.0401,0.0331,0.0192,0.0316,0.032,0.0975,0.0475,0.0354,0.08,0.0316,0.003,0.029,0.0524,0.0726,0.125,"Rich County, Utah"
332047,33,2047,0.046,0.0266,0.0439,0.0444,0.1354,0.0659,0.0491,0.111,0.0439,0.0041,0.0402,0.0334,0.0194,0.0319,0.0323,0.0984,0.0479,0.0357,0.0807,0.0319,0.003,0.0292,0.0529,0.0728,0.1257,"Rich County, Utah"
332048,33,2048,0.0461,0.0267,0.044,0.0445,0.1357,0.0661,0.0492,0.1113,0.044,0.0041,0.0403,0.0337,0.0195,0.0322,0.0326,0.0993,0.0483,0.036,0.0814,0.0322,0.003,0.0295,0.0534,0.0731,0.1265,"Rich County, Utah"
332049,33,2049,0.0462,0.0267,0.0441,0.0446,0.136,0.0662,0.0493,0.1116,0.0441,0.0041,0.0404,0.034,0.0197,0.0324,0.0328,0.1001,0.0487,0.0363,0.0821,0.0325,0.003,0.0297,0.0539,0.0733,0.1272,"Rich County, Utah"
332050,33,2050,0.0464,0.0268,0.0442,0.0448,0.1365,0.0666,0.0495,0.1119,0.0443,0.0042,0.0405,0.0343,0.0199,0.0328,0.0332,0.101,0.0493,0.0367,0.0829,0.0328,0.0031,0.03,0.0544,0.0735,0.1279,"Rich County, Utah"
332051,33,2051,0.0465,0.0269,0.0444,0.0449,0.1368,0.0668,0.0496,0.1123,0.0444,0.0042,0.0406,0.0346,0.02,0.0331,0.0335,0.1019,0.0497,0.037,0.0836,0.0331,0.0031,0.0303,0.0549,0.0738,0.1287,"Rich County, Utah"
332052,33,2052,0.0466,0.027,0.0445,0.0451,0.1372,0.067,0.0498,0.1126,0.0445,0.0042,0.0407,0.0349,0.0202,0.0333,0.0338,0.1028,0.0502,0.0373,0.0844,0.0334,0.0031,0.0305,0.0554,0.074,0.1294,"Rich County, Utah"
332053,33,2053,0.0468,0.0271,0.0446,0.0452,0.1377,0.0672,0.0499,0.113,0.0447,0.0042,0.0409,0.0353,0.0204,0.0336,0.0341,0.1037,0.0506,0.0376,0.0851,0.0337,0.0032,0.0308,0.0559,0.0742,0.1301,"Rich County, Utah"
332054,33,2054,0.0469,0.0272,0.0448,0.0454,0.1381,0.0674,0.0501,0.1133,0.0448,0.0042,0.041,0.0356,0.0206,0.0339,0.0344,0.1047,0.0511,0.038,0.0859,0.034,0.0032,0.0311,0.0564,0.0745,0.1309,"Rich County, Utah"
332055,33,2055,0.0471,0.0273,0.0449,0.0456,0.1386,0.0676,0.0503,0.1138,0.045,0.0042,0.0411,0.0359,0.0208,0.0343,0.0347,0.1056,0.0515,0.0383,0.0867,0.0343,0.0032,0.0314,0.0569,0.0747,0.1316,"Rich County, Utah"
332056,33,2056,0.0472,0.0273,0.0451,0.0458,0.139,0.0678,0.0504,0.114,0.0451,0.0042,0.0413,0.0362,0.0209,0.0345,0.0351,0.1065,0.0519,0.0386,0.0874,0.0346,0.0032,0.0316,0.0574,0.0749,0.1323,"Rich County, Utah"
332057,33,2057,0.0473,0.0274,0.0452,0.0459,0.1393,0.0679,0.0505,0.1143,0.0452,0.0042,0.0413,0.0365,0.0211,0.0348,0.0354,0.1073,0.0523,0.0389,0.088,0.0348,0.0033,0.0319,0.0579,0.0752,0.1331,"Rich County, Utah"
332058,33,2058,0.0474,0.0275,0.0453,0.046,0.1396,0.0681,0.0506,0.1145,0.0453,0.0043,0.0414,0.0367,0.0213,0.0351,0.0357,0.1081,0.0527,0.0392,0.0887,0.0351,0.0033,0.0321,0.0584,0.0754,0.1338,"Rich County, Utah"
332059,33,2059,0.0475,0.0275,0.0454,0.0461,0.1399,0.0683,0.0508,0.1148,0.0454,0.0043,0.0415,0.037,0.0214,0.0353,0.0359,0.109,0.0532,0.0395,0.0894,0.0353,0.0033,0.0323,0.0589,0.0756,0.1345,"Rich County, Utah"
332060,33,2060,0.0476,0.0276,0.0454,0.0462,0.1401,0.0684,0.0508,0.1149,0.0455,0.0043,0.0416,0.0373,0.0216,0.0356,0.0362,0.1097,0.0535,0.0398,0.09,0.0356,0.0033,0.0326,0.0594,0.0759,0.1353,"Rich County, Utah"
332061,33,2061,0.0477,0.0276,0.0456,0.0463,0.1405,0.0686,0.051,0.1152,0.0456,0.0043,0.0417,0.0376,0.0217,0.0358,0.0364,0.1105,0.0539,0.0401,0.0906,0.0359,0.0034,0.0328,0.0599,0.0761,0.136,"Rich County, Utah"
332062,33,2062,0.0478,0.0277,0.0456,0.0464,0.1408,0.0687,0.0511,0.1154,0.0457,0.0043,0.0418,0.0378,0.0219,0.0361,0.0367,0.1113,0.0543,0.0404,0.0913,0.0361,0.0034,0.0331,0.0604,0.0763,0.1367,"Rich County, Utah"
332063,33,2063,0.0479,0.0277,0.0457,0.0465,0.141,0.0688,0.0512,0.1157,0.0458,0.0043,0.0419,0.0381,0.022,0.0364,0.037,0.1121,0.0547,0.0407,0.0919,0.0364,0.0034,0.0333,0.0609,0.0766,0.1375,"Rich County, Utah"
332064,33,2064,0.048,0.0278,0.0458,0.0467,0.1414,0.069,0.0513,0.116,0.0459,0.0043,0.042,0.0384,0.0222,0.0366,0.0373,0.1129,0.0551,0.041,0.0926,0.0366,0.0034,0.0335,0.0614,0.0768,0.1382,"Rich County, Utah"
332065,33,2065,0.0482,0.0279,0.046,0.0468,0.1417,0.0691,0.0514,0.1162,0.046,0.0043,0.0421,0.0387,0.0224,0.0369,0.0375,0.1138,0.0555,0.0413,0.0933,0.0369,0.0035,0.0338,0.0619,0.0771,0.139,"Rich County, Utah"
352023,35,2023,0.0847,0.049,0.0808,0.0958,0.2493,0.1163,0.0904,0.2092,0.0524,0.0076,0.074,0.0156,0.009,0.0149,0.0177,0.046,0.0214,0.0167,0.0386,0.0097,0.0014,0.0136,0.0265,0.1437,0.1702,"Salt Lake County, Utah"
