;Index,CO_FIPS,YEAR,Tel_RETL,Tel_FOOD,Tel_MANU,Tel_WSLE,Tel_OFFI,Tel_GVED,Tel_HLTH,Tel_OTHR,Tel_AGRI,Tel_MING,Tel_CONS,HBJ_RETL,HBJ_FOOD,HBJ_MANU,HBJ_WSLE,HBJ_OFFI,HBJ_GVED,HBJ_HLTH,HBJ_OTHR,HBJ_AGRI,HBJ_MING,HBJ_CONS,HBJ,Telecom,Tot_WAH,CO_NAME
12042,01,2042,0.0547,0.0316,0.0522,0.0561,0.1608,0.0799,0.0584,0.1243,0.0495,0.0049,0.0478,0.0385,0.0223,0.0367,0.0395,0.1132,0.0562,0.0411,0.0875,0.0348,0.0034,0.0336,0.0504,0.0717,0.1221,"Beaver County, Utah"
12043,01,2043,0.0548,0.0317,0.0523,0.0563,0.1613,0.0801,0.0585,0.1246,0.0497,0.0049,0.0479,0.0388,0.0225,0.0371,0.0399,0.1143,0.0568,0.0415,0.0883,0.0352,0.0035,0.0339,0.0509,0.0719,0.1228,"Beaver County, Utah"
12044,01,2044,0.0549,0.0318,0.0524,0.0565,0.1616,0.0803,0.0586,0.1248,0.0498,0.0049,0.048,0.0392,0.0227,0.0374,0.0403,0.1153,0.0573,0.0418,0.089,0.0355,0.0035,0.0342,0.0514,0.0721,0.1235,"Beaver County, Utah"
12045,01,2045,0.0551,0.0319,0.0526,0.0567,0.1621,0.0806,0.0588,0.1252,0.0499,0.0049,0.0481,0.0395,0.0229,0.0377,0.0407,0.1163,0.0578,0.0422,0.0899,0.0358,0.0035,0.0345,0.0519,0.0724,0.1243,"Beaver County, Utah"
12046,01,2046,0.0552,0.032,0.0527,0.0569,0.1625,0.0808,0.059,0.1255,0.0501,0.005,0.0483,0.0399,0.0231,0.0381,0.0411,0.1174,0.0584,0.0426,0.0906,0.0362,0.0036,0.0349,0.0524,0.0726,0.125,"Beaver County, Utah"
12047,01,2047,0.0555,0.0321,0.0529,0.0572,0.1632,0.0811,0.0592,0.1259,0.0502,0.005,0.0484,0.0403,0.0233,0.0385,0.0416,0.1186,0.059,0.043,0.0915,0.0365,0.0036,0.0352,0.0529,0.0728,0.1257,"Beaver County, Utah"
12048,01,2048,0.0557,0.0322,0.0531,0.0575,0.1638,0.0814,0.0594,0.1264,0.0504,0.005,0.0486,0.0407,0.0236,0.0389,0.042,0.1198,0.0596,0.0435,0.0925,0.0369,0.0037,0.0356,0.0534,0.0731,0.1265,"Beaver County, Utah"
12049,01,2049,0.0559,0.0323,0.0533,0.0578,0.1644,0.0818,0.0597,0.1269,0.0507,0.005,0.0488,0.0411,0.0238,0.0392,0.0425,0.121,0.0602,0.0439,0.0934,0.0373,0.0037,0.0359,0.0539,0.0733,0.1272,"Beaver County, Utah"
12050,01,2050,0.0561,0.0325,0.0535,0.058,0.165,0.0821,0.0599,0.1273,0.0509,0.005,0.049,0.0415,0.024,0.0396,0.043,0.1222,0.0608,0.0443,0.0943,0.0377,0.0037,0.0363,0.0544,0.0735,0.1279,"Beaver County, Utah"
12051,01,2051,0.0563,0.0326,0.0538,0.0583,0.1658,0.0825,0.0602,0.1279,0.0511,0.0051,0.0492,0.042,0.0243,0.04,0.0434,0.1235,0.0614,0.0448,0.0952,0.0381,0.0038,0.0367,0.0549,0.0738,0.1287,"Beaver County, Utah"
12052,01,2052,0.0566,0.0327,0.054,0.0587,0.1664,0.0828,0.0604,0.1284,0.0513,0.0051,0.0494,0.0424,0.0245,0.0404,0.044,0.1247,0.062,0.0452,0.0962,0.0384,0.0038,0.037,0.0554,0.074,0.1294,"Beaver County, Utah"
12053,01,2053,0.0568,0.0329,0.0542,0.059,0.1672,0.0832,0.0607,0.129,0.0515,0.0051,0.0497,0.0428,0.0248,0.0409,0.0444,0.126,0.0627,0.0457,0.0972,0.0388,0.0038,0.0374,0.0559,0.0742,0.1301,"Beaver County, Utah"
12054,01,2054,0.0571,0.033,0.0545,0.0593,0.1679,0.0836,0.0609,0.1295,0.0518,0.0051,0.0499,0.0433,0.025,0.0413,0.045,0.1273,0.0633,0.0462,0.0982,0.0392,0.0039,0.0378,0.0564,0.0745,0.1309,"Beaver County, Utah"
12055,01,2055,0.0573,0.0332,0.0547,0.0596,0.1687,0.0839,0.0612,0.1301,0.052,0.0051,0.0501,0.0437,0.0253,0.0417,0.0454,0.1285,0.0639,0.0466,0.0991,0.0397,0.0039,0.0382,0.0569,0.0747,0.1316,"Beaver County, Utah"
12056,01,2056,0.0576,0.0333,0.0549,0.0599,0.1693,0.0842,0.0614,0.1305,0.0522,0.0052,0.0503,0.0441,0.0255,0.0421,0.0459,0.1297,0.0645,0.0471,0.1,0.04,0.004,0.0385,0.0574,0.0749,0.1323,"Beaver County, Utah"
12057,01,2057,0.0577,0.0334,0.0551,0.0601,0.1699,0.0845,0.0616,0.1309,0.0524,0.0052,0.0504,0.0445,0.0257,0.0425,0.0463,0.1309,0.0651,0.0475,0.1009,0.0404,0.004,0.0389,0.0579,0.0752,0.1331,"Beaver County, Utah"
12058,01,2058,0.0579,0.0335,0.0553,0.0604,0.1704,0.0848,0.0618,0.1312,0.0525,0.0052,0.0506,0.0449,0.026,0.0428,0.0468,0.132,0.0657,0.0479,0.1017,0.0407,0.004,0.0392,0.0584,0.0754,0.1338,"Beaver County, Utah"
12059,01,2059,0.0581,0.0336,0.0554,0.0606,0.1709,0.0851,0.062,0.1316,0.0527,0.0052,0.0508,0.0452,0.0262,0.0432,0.0472,0.1331,0.0663,0.0483,0.1025,0.041,0.0041,0.0395,0.0589,0.0756,0.1345,"Beaver County, Utah"
12060,01,2060,0.0583,0.0337,0.0556,0.0609,0.1715,0.0854,0.0622,0.132,0.0529,0.0052,0.0509,0.0456,0.0264,0.0435,0.0477,0.1342,0.0668,0.0487,0.1033,0.0414,0.0041,0.0399,0.0594,0.0759,0.1353,"Beaver County, Utah"
12061,01,2061,0.0585,0.0338,0.0558,0.0611,0.172,0.0856,0.0624,0.1323,0.0531,0.0052,0.0511,0.046,0.0266,0.0439,0.0481,0.1353,0.0674,0.0491,0.1041,0.0418,0.0041,0.0402,0.0599,0.0761,0.136,"Beaver County, Utah"
12062,01,2062,0.0586,0.0339,0.056,0.0614,0.1725,0.0859,0.0626,0.1327,0.0532,0.0053,0.0512,0.0464,0.0268,0.0443,0.0485,0.1364,0.0679,0.0495,0.105,0.0421,0.0042,0.0405,0.0604,0.0763,0.1367,"Beaver County, Utah"
12063,01,2063,0.0588,0.034,0.0561,0.0616,0.173,0.0862,0.0628,0.1331,0.0535,0.0053,0.0514,0.0468,0.0271,0.0446,0.049,0.1375,0.0685,0.0499,0.1058,0.0425,0.0042,0.0408,0.0609,0.0766,0.1375,"Beaver County, Utah"
12064,01,2064,0.059,0.0341,0.0563,0.0619,0.1736,0.0864,0.063,0.1335,0.0536,0.0053,0.0515,0.0471,0.0273,0.045,0.0494,0.1386,0.069,0.0503,0.1066,0.0428,0.0042,0.0412,0.0614,0.0768,0.1382,"Beaver County, Utah"
12065,01,2065,0.0592,0.0342,0.0565,0.0621,0.174,0.0866,0.0632,0.1338,0.0538,0.0053,0.0517,0.0475,0.0275,0.0453,0.0498,0.1397,0.0695,0.0507,0.1074,0.0432,0.0043,0.0415,0.0619,0.0771,0.139,"Beaver County, Utah"
32023,03,2023,0.0699,0.0405,0.0667,0.0733,0.2058,0.0964,0.0747,0.1628,0.0598,0.0063,0.0611,0.0253,0.0146,0.0241,0.0265,0.0744,0.0348,0.027,0.0588,0.0216,0.0023,0.0221,0.0333,0.0921,0.1254,"Box Elder County, Utah"
32024,03,2024,0.0671,0.0388,0.064,0.0699,0.1975,0.0925,0.0717,0.1537,0.0574,0.006,0.0586,0.0251,0.0145,0.0239,0.0261,0.0737,0.0345,0.0268,0.0574,0.0214,0.0022,0.0219,0.0327,0.0875,0.1202,"Box Elder County, Utah"
32025,03,2025,0.0618,0.0358,0.059,0.0641,0.1819,0.0852,0.066,0.1417,0.0528,0.0055,0.054,0.0268,0.0155,0.0256,0.0279,0.079,0.037,0.0287,0.0615,0.0229,0.0024,0.0235,0.035,0.0806,0.1156,"Box Elder County, Utah"
32026,03,2026,0.059,0.0341,0.0563,0.061,0.1734,0.0812,0.0629,0.135,0.0504,0.0053,0.0515,0.0271,0.0157,0.0258,0.028,0.0796,0.0373,0.0289,0.062,0.0231,0.0024,0.0237,0.0353,0.0768,0.1121,"Box Elder County, Utah"
32027,03,2027,0.0569,0.0329,0.0543,0.0588,0.1674,0.0784,0.0607,0.1297,0.0486,0.0051,0.0497,0.0273,0.0158,0.0261,0.0283,0.0804,0.0377,0.0292,0.0623,0.0234,0.0025,0.0239,0.0355,0.0739,0.1094,"Box Elder County, Utah"
32028,03,2028,0.0553,0.032,0.0528,0.0571,0.1628,0.0763,0.0591,0.1256,0.0472,0.005,0.0484,0.0276,0.016,0.0263,0.0285,0.0812,0.0381,0.0295,0.0626,0.0236,0.0025,0.0241,0.0358,0.0718,0.1076,"Box Elder County, Utah"
32029,03,2029,0.0541,0.0313,0.0517,0.0558,0.1593,0.0747,0.0578,0.1226,0.0462,0.0049,0.0473,0.0279,0.0161,0.0266,0.0287,0.082,0.0385,0.0297,0.0631,0.0238,0.0025,0.0243,0.0362,0.0703,0.1065,"Box Elder County, Utah"
32030,03,2030,0.0532,0.0308,0.0508,0.0548,0.1566,0.0736,0.0568,0.1205,0.0454,0.0048,0.0465,0.0281,0.0163,0.0268,0.029,0.0827,0.0389,0.03,0.0637,0.024,0.0025,0.0246,0.0365,0.0691,0.1056,"Box Elder County, Utah"
32031,03,2031,0.0534,0.0309,0.051,0.055,0.1572,0.0739,0.057,0.1209,0.0455,0.0048,0.0467,0.0284,0.0165,0.0271,0.0293,0.0837,0.0393,0.0304,0.0644,0.0242,0.0026,0.0249,0.0369,0.0694,0.1063,"Box Elder County, Utah"
32032,03,2032,0.0536,0.031,0.0511,0.0551,0.1576,0.0742,0.0572,0.1214,0.0456,0.0048,0.0468,0.0288,0.0166,0.0274,0.0296,0.0846,0.0398,0.0307,0.0651,0.0245,0.0026,0.0251,0.0374,0.0696,0.107,"Box Elder County, Utah"
32033,03,2033,0.0537,0.0311,0.0513,0.0552,0.1581,0.0745,0.0574,0.1216,0.0457,0.0048,0.047,0.0291,0.0168,0.0277,0.0299,0.0855,0.0403,0.031,0.0658,0.0247,0.0026,0.0254,0.0378,0.0699,0.1077,"Box Elder County, Utah"
32034,03,2034,0.0538,0.0312,0.0514,0.0554,0.1584,0.0748,0.0575,0.1216,0.0458,0.0048,0.047,0.0294,0.017,0.028,0.0302,0.0864,0.0408,0.0313,0.0663,0.025,0.0026,0.0256,0.0382,0.0701,0.1083,"Box Elder County, Utah"
32035,03,2035,0.054,0.0312,0.0515,0.0557,0.1588,0.0751,0.0576,0.1226,0.0459,0.0048,0.0472,0.0297,0.0172,0.0283,0.0306,0.0873,0.0413,0.0317,0.0674,0.0252,0.0027,0.0259,0.0387,0.0704,0.1091,"Box Elder County, Utah"
32036,03,2036,0.0541,0.0313,0.0516,0.056,0.1592,0.0754,0.0578,0.123,0.0459,0.0049,0.0473,0.03,0.0173,0.0286,0.031,0.0881,0.0417,0.032,0.0681,0.0254,0.0027,0.0262,0.0391,0.0706,0.1097,"Box Elder County, Utah"
32037,03,2037,0.0542,0.0314,0.0518,0.0562,0.1596,0.0756,0.0579,0.1233,0.046,0.0049,0.0474,0.0303,0.0175,0.0289,0.0313,0.089,0.0422,0.0323,0.0687,0.0257,0.0027,0.0264,0.0395,0.0709,0.1104,"Box Elder County, Utah"
32038,03,2038,0.0544,0.0315,0.0519,0.0564,0.1599,0.0758,0.058,0.1235,0.046,0.0049,0.0475,0.0305,0.0177,0.0291,0.0317,0.0898,0.0426,0.0326,0.0694,0.0259,0.0027,0.0267,0.04,0.0711,0.1111,"Box Elder County, Utah"
32039,03,2039,0.0545,0.0315,0.052,0.0567,0.1602,0.0761,0.0581,0.1238,0.0461,0.0049,0.0476,0.0308,0.0178,0.0294,0.0321,0.0906,0.043,0.0329,0.07,0.0261,0.0028,0.0269,0.0404,0.0714,0.1118,"Box Elder County, Utah"
32040,03,2040,0.0546,0.0316,0.0521,0.0569,0.1606,0.0763,0.0583,0.124,0.0462,0.0049,0.0477,0.0311,0.018,0.0297,0.0324,0.0915,0.0435,0.0332,0.0706,0.0263,0.0028,0.0272,0.0408,0.0716,0.1124,"Box Elder County, Utah"
32041,03,2041,0.0547,0.0317,0.0522,0.0571,0.161,0.0765,0.0584,0.1242,0.0462,0.0049,0.0478,0.0314,0.0182,0.03,0.0328,0.0923,0.0439,0.0335,0.0713,0.0265,0.0028,0.0274,0.0412,0.0719,0.1131,"Box Elder County, Utah"
32042,03,2042,0.0548,0.0317,0.0523,0.0573,0.1613,0.0767,0.0585,0.1244,0.0463,0.0049,0.0479,0.0317,0.0183,0.0302,0.0331,0.0932,0.0443,0.0338,0.0719,0.0267,0.0028,0.0277,0.0417,0.0721,0.1138,"Box Elder County, Utah"
32043,03,2043,0.055,0.0318,0.0524,0.0575,0.1616,0.077,0.0587,0.1247,0.0464,0.0049,0.048,0.032,0.0185,0.0305,0.0335,0.094,0.0447,0.0341,0.0725,0.027,0.0029,0.0279,0.0421,0.0724,0.1145,"Box Elder County, Utah"
32044,03,2044,0.0551,0.0319,0.0525,0.0578,0.162,0.0771,0.0588,0.1249,0.0464,0.0049,0.0481,0.0322,0.0187,0.0308,0.0338,0.0948,0.0451,0.0344,0.0731,0.0272,0.0029,0.0282,0.0425,0.0727,0.1152,"Box Elder County, Utah"
32045,03,2045,0.0552,0.0319,0.0527,0.058,0.1624,0.0773,0.0589,0.1252,0.0465,0.0049,0.0482,0.0325,0.0188,0.031,0.0342,0.0956,0.0456,0.0347,0.0738,0.0274,0.0029,0.0284,0.0429,0.0729,0.1158,"Box Elder County, Utah"
32046,03,2046,0.0553,0.032,0.0528,0.0582,0.1628,0.0776,0.0591,0.1255,0.0466,0.005,0.0483,0.0328,0.019,0.0313,0.0345,0.0965,0.046,0.035,0.0744,0.0276,0.0029,0.0287,0.0434,0.0732,0.1166,"Box Elder County, Utah"
32047,03,2047,0.0555,0.0321,0.053,0.0585,0.1632,0.0778,0.0592,0.1259,0.0467,0.005,0.0485,0.0331,0.0192,0.0316,0.0349,0.0974,0.0464,0.0353,0.0751,0.0279,0.003,0.0289,0.0438,0.0734,0.1172,"Box Elder County, Utah"
32048,03,2048,0.0557,0.0322,0.0531,0.0588,0.1637,0.078,0.0594,0.1262,0.0468,0.005,0.0486,0.0334,0.0193,0.0319,0.0353,0.0983,0.0468,0.0357,0.0758,0.0281,0.003,0.0292,0.0442,0.0737,0.1179,"Box Elder County, Utah"
32049,03,2049,0.0559,0.0323,0.0533,0.059,0.1643,0.0783,0.0596,0.1266,0.0469,0.005,0.0488,0.0337,0.0195,0.0322,0.0357,0.0992,0.0473,0.036,0.0765,0.0283,0.003,0.0295,0.0447,0.0739,0.1186,"Box Elder County, Utah"
32050,03,2050,0.056,0.0324,0.0535,0.0593,0.1648,0.0785,0.0598,0.127,0.047,0.005,0.049,0.0341,0.0197,0.0325,0.0361,0.1002,0.0477,0.0364,0.0772,0.0286,0.0031,0.0298,0.0451,0.0742,0.1193,"Box Elder County, Utah"
32051,03,2051,0.0563,0.0326,0.0537,0.0596,0.1655,0.0788,0.0601,0.1274,0.0472,0.005,0.0491,0.0344,0.0199,0.0328,0.0365,0.1011,0.0482,0.0367,0.0779,0.0288,0.0031,0.03,0.0455,0.0744,0.1199,"Box Elder County, Utah"
32052,03,2052,0.0565,0.0327,0.0539,0.06,0.1661,0.0791,0.0603,0.1279,0.0474,0.0051,0.0493,0.0347,0.0201,0.0331,0.0369,0.1021,0.0486,0.0371,0.0786,0.0291,0.0031,0.0303,0.0459,0.0747,0.1206,"Box Elder County, Utah"
32053,03,2053,0.0567,0.0328,0.0541,0.0603,0.1667,0.0794,0.0605,0.1283,0.0475,0.0051,0.0495,0.035,0.0203,0.0334,0.0373,0.1031,0.0491,0.0374,0.0793,0.0294,0.0031,0.0306,0.0464,0.075,0.1214,"Box Elder County, Utah"
32054,03,2054,0.0569,0.0329,0.0543,0.0606,0.1673,0.0797,0.0607,0.1288,0.0476,0.0051,0.0497,0.0354,0.0205,0.0338,0.0377,0.104,0.0496,0.0378,0.0801,0.0296,0.0032,0.0309,0.0468,0.0752,0.122,"Box Elder County, Utah"
32055,03,2055,0.0571,0.033,0.0545,0.0609,0.1679,0.08,0.061,0.1292,0.0478,0.0051,0.0499,0.0357,0.0207,0.0341,0.0381,0.105,0.05,0.0381,0.0808,0.0299,0.0032,0.0312,0.0472,0.0755,0.1227,"Box Elder County, Utah"
32056,03,2056,0.0573,0.0332,0.0547,0.0612,0.1685,0.0802,0.0612,0.1296,0.0479,0.0051,0.0501,0.036,0.0209,0.0344,0.0385,0.106,0.0504,0.0385,0.0815,0.0301,0.0032,0.0315,0.0476,0.0757,0.1233,"Box Elder County, Utah"
32057,03,2057,0.0575,0.0333,0.0548,0.0615,0.169,0.0805,0.0614,0.1299,0.048,0.0052,0.0502,0.0363,0.021,0.0347,0.0389,0.1069,0.0509,0.0388,0.0822,0.0304,0.0033,0.0317,0.048,0.076,0.124,"Box Elder County, Utah"
32058,03,2058,0.0577,0.0334,0.055,0.0618,0.1696,0.0807,0.0616,0.1303,0.0482,0.0052,0.0504,0.0367,0.0212,0.035,0.0393,0.1078,0.0513,0.0391,0.0828,0.0306,0.0033,0.032,0.0485,0.0762,0.1247,"Box Elder County, Utah"
32059,03,2059,0.0578,0.0335,0.0552,0.0621,0.1701,0.081,0.0618,0.1306,0.0483,0.0052,0.0505,0.037,0.0214,0.0353,0.0397,0.1087,0.0518,0.0395,0.0835,0.0308,0.0033,0.0323,0.0489,0.0765,0.1254,"Box Elder County, Utah"
32060,03,2060,0.058,0.0336,0.0554,0.0623,0.1707,0.0813,0.0619,0.131,0.0484,0.0052,0.0507,0.0373,0.0216,0.0356,0.0401,0.1096,0.0522,0.0398,0.0841,0.0311,0.0033,0.0326,0.0493,0.0768,0.1261,"Box Elder County, Utah"
32061,03,2061,0.0582,0.0337,0.0556,0.0626,0.1712,0.0816,0.0621,0.1313,0.0485,0.0052,0.0509,0.0376,0.0218,0.0359,0.0404,0.1105,0.0527,0.0401,0.0848,0.0313,0.0034,0.0328,0.0497,0.077,0.1267,"Box Elder County, Utah"
32062,03,2062,0.0584,0.0338,0.0557,0.0629,0.1717,0.0818,0.0623,0.1317,0.0486,0.0052,0.051,0.0379,0.0219,0.0362,0.0408,0.1115,0.0531,0.0405,0.0855,0.0315,0.0034,0.0331,0.0502,0.0773,0.1275,"Box Elder County, Utah"
32063,03,2063,0.0586,0.0339,0.0559,0.0632,0.1723,0.0821,0.0625,0.132,0.0487,0.0053,0.0512,0.0382,0.0221,0.0365,0.0412,0.1124,0.0536,0.0408,0.0861,0.0318,0.0034,0.0334,0.0506,0.0775,0.1281,"Box Elder County, Utah"
32064,03,2064,0.0588,0.034,0.0561,0.0635,0.1728,0.0824,0.0627,0.1324,0.0488,0.0053,0.0513,0.0385,0.0223,0.0368,0.0416,0.1133,0.054,0.0411,0.0868,0.032,0.0035,0.0337,0.051,0.0778,0.1288,"Box Elder County, Utah"
32065,03,2065,0.059,0.0341,0.0563,0.0638,0.1734,0.0827,0.0629,0.1328,0.049,0.0053,0.0515,0.0388,0.0225,0.0371,0.042,0.1142,0.0545,0.0415,0.0874,0.0322,0.0035,0.0339,0.0514,0.0781,0.1295,"Box Elder County, Utah"
52023,05,2023,0.0747,0.0432,0.0713,0.0868,0.2196,0.1053,0.0797,0.175,0.0609,0.0067,0.0652,0.0178,0.0103,0.017,0.0207,0.0523,0.0251,0.019,0.0417,0.0145,0.0016,0.0155,0.0277,0.1163,0.144,"Cache County, Utah"
52024,05,2024,0.0708,0.041,0.0676,0.083,0.2083,0.1001,0.0756,0.1647,0.0578,0.0064,0.0619,0.0174,0.0101,0.0166,0.0204,0.0513,0.0246,0.0186,0.0405,0.0142,0.0016,0.0152,0.0273,0.1108,0.1381,"Cache County, Utah"
52025,05,2025,0.066,0.0382,0.063,0.0772,0.1942,0.0934,0.0705,0.1537,0.0538,0.0059,0.0577,0.0189,0.0109,0.018,0.0221,0.0555,0.0267,0.0202,0.0439,0.0154,0.0017,0.0165,0.0295,0.1033,0.1328,"Cache County, Utah"
52026,05,2026,0.0633,0.0366,0.0604,0.074,0.1861,0.0895,0.0676,0.1471,0.0516,0.0057,0.0553,0.0191,0.0111,0.0183,0.0224,0.0563,0.0271,0.0204,0.0445,0.0156,0.0017,0.0167,0.0299,0.0988,0.1287,"Cache County, Utah"
52027,05,2027,0.0614,0.0355,0.0586,0.0717,0.1805,0.0868,0.0655,0.142,0.05,0.0055,0.0536,0.0194,0.0112,0.0185,0.0227,0.0571,0.0275,0.0207,0.0449,0.0158,0.0017,0.017,0.0302,0.0955,0.1257,"Cache County, Utah"
52028,05,2028,0.0599,0.0347,0.0572,0.07,0.1763,0.0849,0.064,0.1379,0.0488,0.0054,0.0524,0.0197,0.0114,0.0188,0.023,0.0579,0.0279,0.021,0.0453,0.016,0.0018,0.0172,0.0306,0.0931,0.1237,"Cache County, Utah"
52029,05,2029,0.0588,0.034,0.0561,0.0687,0.173,0.0833,0.0628,0.135,0.0479,0.0053,0.0514,0.0199,0.0115,0.019,0.0233,0.0586,0.0282,0.0213,0.0458,0.0162,0.0018,0.0174,0.031,0.0913,0.1223,"Cache County, Utah"
52030,05,2030,0.058,0.0336,0.0553,0.0678,0.1706,0.0822,0.0619,0.1331,0.0472,0.0052,0.0507,0.0202,0.0117,0.0193,0.0236,0.0593,0.0286,0.0215,0.0463,0.0164,0.0018,0.0176,0.0313,0.09,0.1213,"Cache County, Utah"
