stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
24201,636130,North St / Harrisville Rd (WB)  (Ha,272 E 400 N & Unnamed St,41.266867,-111.972682,,,,,,1
24202,198393,3900 S / 1000 W,1035 W MEADOWBROOK EXPWY,40.686547,-111.919636,,,,,,1
24203,198394,4500 S / State St (WB),69 E 4500 S & Ut-266,40.674463,-111.889323,,,,,,0
24216,DRAPFRAR,Draper Station,S FRONTRUNNER BLVD,40.514167,-111.90564,,,,,,0
24217,198399,2100 S / 1500 W (WB),1492 W 2100 S,40.72599,-111.933402,0,,,,,1
24219,198400,Murray Blvd Station,5026 S Murray Blvd,40.662145,-111.904906,,,,,,1
24220,198401,Murray Blvd Station,5013 S Murray Blvd & UNNAMED ST,40.662334,-111.904766,,,,,,1
24223,198402,7800 S / Jordan Landing Blvd (WB),3936 W 7800 S,40.609602,-111.984969,,,,,,0
24224,198403,Jordan Landing Blvd / Plaza Center,7661 S Jordan Landing Blvd,40.612301,-111.985165,,,,,,0
24225,830204,100 N / 300 W (EB),273 W 100 N & N 300 W,40.235045,-111.663509,,,,,,1
24232,636136,Washington Blvd / 31st St (NB),3074 S Washington Blvd,41.208596,-111.970612,,,,,,1
24233,636137,Washington Blvd / 30th St (NB),2972 S Washington Blvd & Us-89,41.210627,-111.970576,,,,,,1
24234,636138,Washington Blvd / 33rd St (SB),3295 Washington Blvd & Us-89,41.203512,-111.970963,,,,,,1
24235,636139,Washington Blvd / 35th St (SB),3521 S Washington Blvd & Us-89,41.19934,-111.971115,,,,,,1
24237,198407,5600 W / 4300 S (NB),4307 S 5600 W & W 4300 S,40.677065,-112.02459,,,,,,0
24245,636140,17th St / Washington Blvd (EB),369 E 17Th St & Kiesel Ave,41.236683,-111.971001,,,,,,0
24246,636141,17th St / Washington Blvd (WB),370 E 17Th St,41.236792,-111.970945,,,,,,0
24247,636142,Adams Ave Pkwy / 5300 S (SB),5315 S 5Th E & S 500 E,41.167612,-111.968703,,,,,,0
24249,636144,1900 W / 5400 S (NB) (Roy),5372 S 1900 W & Ut-126,41.165579,-112.025887,,,,,,1
24253,636145,22nd St / Grant Ave (WB),276 E 22nd St,41.227051,-111.973769,,,,,,0
24265,198411,2700 W / Bridle Acres (NB),7243 S 2700 W,40.619271,-111.95772,,,,,,0
24266,198412,2700 W / 7380 S (SB),7346 S 2700 W & W 7325 S,40.617617,-111.957884,,,,,,0
24271,301421,Main St / Clearwater Dr (NB),891 S Main St,41.047275,-111.954239,,,,,,1
24277,636148,1900 W / 5200 S (NB),5236 S 1900 W & Ut-126,41.168674,-112.025898,,,,,,0
24278,636149,Adams Ave Pkwy / 5300 S (NB),5340 S 5Th E,41.167119,-111.968472,,,,,,0
24279,636150,4400 S / Airport Rd (WB),1368 W 4400 S & W 44Th S,41.183603,-112.014465,,,,,,0
24281,198419,2100 S / 1100 E (WB),1077 E 2100 S & E 21St S,40.725449,-111.86034,,,,,,1
24282,198418,2100 S / 1100 E (EB),1078 E 2100 S & E 21St S,40.725328,-111.86034,,,,,,1
24284,198421,Copper City Dr/Willingcott Way (SB),6140 S Copper City Dr & W Eddington Ct,40.639583,-112.033615,,,,,,0
24285,198420,Alabama Ave / Jordan Village Rd (WB,3766 W Alabama Ave & S Jordan Village Rd,40.624483,-111.979251,,,,,,0
24286,198422,900 E / Searle Ave (NB),5149 S 900 E & E Pontiac Dr,40.65804,-111.865794,,,,,,0
24288,BB301425,Layton Station (Bay A),150 S MAIN ST,41.057197,-111.965096,,,,,,1
24292,198423,900 E / Best Ave (NB),3519 S 900 E & E Best Ave,40.694923,-111.865409,,,,,,0
24293,830211,700 N / 200 E (EB),700 North & 216 East,40.242926,-111.654776,,,,,,1
24296,830214,700 N / 600 E (WB),577 E 700 N & N 600 E,40.24309,-111.64857,,,,,,1
24298,830216,700 N / 200 E (WB),181 E 700 N & N 200 E,40.243107,-111.655437,,,,,,1
24300,830218,University Ave / Cougar Blvd (NB),1278 N University Ave,40.251274,-111.658552,,,,,,0
24309,636152,33rd St / Pacific Ave (WB),240 W 33rd St,41.20346,-111.983134,,,,,,0
24310,301427,Orchard Dr / 3300 S (NB),3301 S ORCHARD DR & 3300 S,40.853643,-111.894924,,,,,,1
24314,198427,900 E / 2100 S (SB),2124 S 900 E & S 9Th E,40.724701,-111.865444,,,,,,1
24315,198428,500 E / 300 S (SB),500 E & 288 S,40.763041,-111.876919,,,,,,1
24318,198429,4100 S / Redwood Rd (EB),1661 W 4100 S & REDWOOD RD,40.682009,-111.938207,,,,,,1
24325,636153,4400 S / 1650 W (EB),1607 W 4400 S & W 44Th S,41.183476,-112.016264,,,,,,0
24328,830219,100 E / 1500 N (NB),1446 N 100 E & Unnamed St,40.379576,-111.739723,,,,,,0
24329,830220,100 E / 1500 N (SB),1453 N 100 E & Unnamed St,40.379658,-111.739913,,,,,,0
24335,301429,Antelope Drive P+R,2280 N Hobbs Creek Dr & Antelope Drive,41.092848,-111.911558,,,,,,1
24342,198436,900 W / 1650 S (SB),1636 S 900 W & S 9Th W,40.734297,-111.916968,,,,,,1
24343,198437,900 W / 1750 S (SB),1740 S 900 W & W Quayle Ave,40.732502,-111.916974,,,,,,0
24344,198438,U Kennecott Building (WB),86 S North Campus Dr,40.767522,-111.847413,,,,,,1
24347,301430,Orchard Dr / Eagle Ridge Dr (NB),221 S Orchard Dr & Eagle Ridge Dr,40.838239,-111.910978,,,,,,0
24349,301431,University Park Blvd / 2100 N (SB),2127 University Park Blvd & N 1200 W,41.091234,-111.987887,,,,,,0
24350,301432,Antelope Dr / 1200 W (WB),1078 W Antelope Dr,41.0893,-111.98561,,,,,,0
24352,198440,Atherton West Station,W TAYLORSVILLE EXPY & W 4700 S,40.672164,-111.922053,0,,,,,1
24379,198445,Salt Lake Central Station (Arrival),Salt Lake Central Station St,40.763678,-111.909788,1,,,,,1
24395,301433,Orchard Dr / Mill St (NB),905 S Orchard Dr,40.880269,-111.872863,,,,,,0
24396,301434,13th St / F St (NB),870 S 13Th St & F St,41.101439,-112.028214,,,,,,0
24401,636157,28th St / Washington Blvd (WB),376 E 28Th St,41.21445,-111.971272,,,,,,0
24402,198459,400 W / 200 N (NB),206 N 400 W & 200 N,40.773876,-111.902377,,,,,,0
24403,198460,200 N / 400 W (EB),413 W 200 N & 200 N,40.773627,-111.902817,,,,,,1
24405,198462,4015 W / 5400 S (SB),5338 S 4015 W,40.654224,-111.987031,,,,,,1
24406,198463,4015 W / 5500 S (NB),5493 S 4015 W & W 5500 S,40.651363,-111.986822,,,,,,0
24423,301436,13th St / D St (NB),1150 S 13Th St & D St,41.097959,-112.025347,,,,,,0
24424,301437,13th St / D St (SB),1213 S 13Th St & D St,41.097536,-112.025197,,,,,,0
24429,198467,Stadium Station (WB),1400 E South Campus Dr,40.76073,-111.851183,,,,,,0
24430,636161,Wall Ave / 20th St (NB),2038 S Wall Ave & Rushton St,41.230559,-111.978495,,,,,,1
24433,636163,Wall Ave / 36th St (NB),3648 S Wall Ave,41.197023,-111.979284,,,,,,1
24434,636164,2175 W / 4250 S (SB),4221 S 2175 W & Unnamed St,41.186579,-112.032328,,,,,,0
24435,636165,2175 W / 4250 S (NB),4232 S 2175 W,41.186532,-112.032227,,,,,,0
24436,636166,4400 S / 2050 W (EB),2061 W 4400 S & S 2050 W,41.183397,-112.029689,,,,,,0
24437,636167,4400 S / 2050 W (WB),2054 W 4400 S & S 2050 W,41.183501,-112.02951,,,,,,0
24438,301438,Main St / 1300 N (NB),1322 N Main St & Ut-126,41.132915,-112.0259,,,,,,0
24440,636168,4000 S / 2175 W (EB),2215 W 4000 S,41.190591,-112.033258,,,,,,0
24441,198469,Magna Post Office,8482 W 2700 S & S 8490 W,40.711244,-112.093729,,,,,,1
24442,198470,River Front Pkwy / Park Palisade Dr,11220 S RIVER FRONT PKY,40.548442,-111.917367,,,,,,1
24444,830225,1000 N / 200 E (WB),163 E 1000 N & 200 E,40.122927,-111.651688,,,,,,0
24446,BB198474,Meadowbrook Station (Bay A),188 W 3900 S,40.688383,-111.896689,,,,,,1
24447,BB198475,Meadowbrook Station (Bay B),188 W 3900 S,40.688206,-111.896644,,,,,,1
24455,636169,Wall Ave / Radius St (NB),668 N Wall Ave,41.270109,-111.977514,,,,,,0
24456,636170,2175 W / 4000 S (NB),4054 S 2175 W,41.189674,-112.032178,,,,,,1
24457,636171,Riverdale Rd / 550 W (SB),4267 S Riverdale Rd & S 550 W,41.185211,-111.987115,,,,,,1
24458,198478,200 S / 200 E (WB),213 E 200 S & 200 E,40.765115,-111.885022,,,,,,1
24467,830227,State St / 500 W (WB),524 W State St,40.404167,-111.857463,,,,,,1
24469,198479,200 S / 400 E (EB),387 E 200 S & 400 E,40.764912,-111.879945,,,,,,1
24470,198480,200 S / 700 E (EB),204 S Ivan Ct & E 200 S,40.764924,-111.870123,,,,,,1
24471,198481,200 S / 800 E (EB),810 E 200 S & S 800 E,40.764926,-111.867701,,,,,,1
24477,198488,900 W / 1400 S (NB),1395 S 900 W & W 1400 S,40.739317,-111.916782,,,,,,1
24478,198489,California Ave / 900 W (EB),849 W California Ave & S 900 W,40.74046,-111.916284,,,,,,1
24483,198492,4500 S / 500 W (WB),534 W 4500 S,40.674713,-111.906141,,,,,,1
24490,198498,200 S / 1100 E (EB),1084 E 200 S & S 1100 E,40.764925,-111.859935,,,,,,1
24491,198499,200 S / 1300 E (EB),1286 E 200 S & S 1300 E,40.76496,-111.854207,,,,,,1
24492,198500,200 S / 1300 E (WB),1283 E 200 S & S 1300 E,40.765058,-111.85443,,,,,,1
24493,198494,200 S / 500 E (EB),489 E 200 S & 500 E,40.764939,-111.877081,,,,,,1
24494,198495,200 S / 600 E (EB),591 E 200 S & 600 E,40.764945,-111.874224,,,,,,1
24495,198496,200 S / 900 E (EB),904 E 200 S & S 900 E,40.764915,-111.865054,,,,,,1
24496,198497,200 S / 1000 E (EB),1006 E 200 S & S 1000 E,40.764932,-111.862206,,,,,,1
24511,198519,200 S / 1100 E (WB),E 200 S & S 1100 E,40.765126,-111.859353,,,,,,1
24524,636173,Wall Ave / North St (NB),466 N Wall Ave,41.267586,-111.977565,,,,,,1
24528,830228,State St / 950 E (WB),949 E State St & Us-89,40.391521,-111.833423,,,,,,0
24529,830229,State St / 950 E (EB),936 E State St & Us-89,40.391553,-111.834076,,,,,,0
24551,636174,Washington Blvd / 36th St (SB),3627 Washington Blvd,41.197287,-111.971179,,,,,,1
24552,701025,Main St / 990 S (NB),975 S Main St,41.490489,-112.01602,,,,,,1
24557,830230,500 W 180 N,163 ,40.236058,-111.667314,,,,,,1
24558,830231,University Ave / 2680 N (NB),2644 N University Ave & Us-189,40.268278,-111.657145,,,,,,1
24559,830232,University Ave / 2680 N (SB),2653 N University Ave & Unnamed St,40.26841,-111.657376,,,,,,1
24562,198516,200 S / 700 E (WB),723 E 200 S & S Ivan Ct,40.765133,-111.870499,,,,,,1
24563,198517,200 S / 600 E (WB),607 E 200 S & S 600 E,40.765108,-111.873632,,,,,,1
24565,198518,200 S / 500 E (WB),477 E 200 S,40.76512,-111.877418,,,,,,1
24592,501063,Main St / 400 N (NB),420 N Main St & 400 N,40.538997,-112.298314,,,,,,1
24593,501064,Main St / 600 N (NB),650 N Main St,40.543269,-112.298203,,,,,,1
24594,501065,Main St / 1280 N (NB),1236 N Main St,40.555368,-112.297361,,,,,,1
24597,501066,Main St / 815 N (NB),814 N Main St,40.545927,-112.298141,,,,,,1
24598,501057,Main St / 1280 N (SB),1275 N Main St,40.556372,-112.297435,,,,,,1
24599,501058,Main St / 815 N (SB),817 N Main St,40.54642,-112.298363,,,,,,1
24600,501059,Main St / 600 N (SB),585 N Main St,40.542146,-112.298469,,,,,,1
24602,501060,Main St / 400 N (SB),383 N Main St & 400 N,40.538216,-112.298543,,,,,,1
24603,501061,Main St / 200 N (SB),157 N Main St,40.533533,-112.298605,,,,,,1
24604,501062,Main St / 200 N (NB),230 N Main St,40.534961,-112.298427,,,,,,1
24607,301439,Main St / Parrish Ln (NB),350 N Main St & Parrish Lane,40.920887,-111.878895,,,,,,1
24608,301440,Main St / 500 N (NB),502 N Main St & Ut-106,40.894818,-111.878945,,,,,,0
24609,301441,Main St / Gordon Ave (SB),1045 N Main St & Ut-126,41.07537,-111.981917,,,,,,0
24610,301442,Main St / Hill Field Rd (SB),723 N Main St,41.07097,-111.977209,,,,,,0
24611,636175,4400 S / 1950 W (EB),1937 W 4400 S & S 1950 W,41.183408,-112.026722,,,,,,0
24614,636178,Washington Blvd / 14th St (SB),1371 S Washington Blvd & 14Th St,41.241683,-111.970187,,,,,,0
24615,636179,20th St / Wall Ave (WB),120 W 20Th St,41.231299,-111.979628,,,,,,0
24616,636180,Washington Blvd / 38th St (SB),3821 S Washington Blvd & Us-89,41.193447,-111.971265,,,,,,1
24617,636181,Washington Blvd / 39th St (SB),3923 S Washington Blvd & Us-89,41.191612,-111.971302,,,,,,1
24622,198526,5600 W / Jannette Ave (SB),4008 S 5600 W & W Janette Ave,40.684006,-112.02488,,,,,,0
24624,198527,State St / 900 S (NB),857 S State St & Us-89,40.75059,-111.888047,,,,,,1
24625,198528,Magna Main St / 8590 W (WB),8594 W 2700 S & S 8590 W,40.711166,-112.097059,,,,,,1
24626,198529,State Capitol east entrance,,40.777051,-111.886359,1,,,,,1
24629,BB198531,North Temple Station (Bay C),490 W 230 N,40.774398,-111.904985,,,,,,1
24630,BB198532,North Temple Station (Bay B),220 N 490 W,40.774225,-111.904987,,,,,,1
24631,BB198533,North Temple Station (Bay A),210 N 490 W,40.774009,-111.904983,,,,,,1
24632,636184,Midland Dr / 4000 S (SB),4055 S Midland Dr,41.189683,-112.049537,,,,,,0
24633,636185,Midland Dr / 4000 S (NB),4056 S Midland Dr,41.189381,-112.049481,,,,,,1
24659,198535,500 E / Bridlewood Dr (NB),4343 S 500 E & E Bridlewood Dr,40.677105,-111.87691,,,,,,1
24660,198537,Main St / 4500 S (NB),4459 S Main St,40.67506,-111.891144,,,,,,1
24661,198536,Redwood Rd / 7800 S (NB),7769 S Redwood Rd & Redwood Rd,40.609986,-111.93859,,,,,,1
24666,501069,Main St / 1000 N (NB),1016 N Main St & 1000 N,40.551529,-112.297871,,,,,,1
24667,636186,200 N / 700 W (WB) (Ogden BDO),698 W 200 N & 700 W,41.26356,-111.99443,,,,,,1
24668,636187,US-89 / Skyline Dr (SB),6201 S Highway 89 & E 62Nd S,41.150765,-111.934781,,,,,,0
24673,198541,1700 S / State St (EB),116 E 1700 S & E 17Th S,40.733449,-111.887705,,,,,,1
24674,198542,1700 S / 300 E (EB),314 E 1700 S & S 300 E,40.733454,-111.882075,,,,,,1
24675,198543,1700 S / 400 E (EB),410 E 1700 S & S 400 E,40.733464,-111.879321,,,,,,1
24676,198544,1700 S / 500 E (EB),520 E 1700 S & S 500 E,40.733457,-111.876199,,,,,,1
24677,198545,1700 S / 600 E (EB),614 E 1700 S & E 17Th S,40.733475,-111.873463,,,,,,1
24678,198546,1700 S / 600 E (WB),611 E 1700 S & S 600 E,40.733557,-111.873641,,,,,,1
24679,198547,1700 S / 500 E (WB),517 E 1700 S & S 500 E,40.733559,-111.876344,0,,,,,1
24680,198548,1700 S / 400 E (WB),407 E 1700 S & S 400 E,40.733565,-111.879409,0,,,,,1
24681,198549,1700 S / 300 E (WB),313 E 1700 S & S 300 E,40.733579,-111.882083,,,,,,1
24682,830235,Main St / Center St (EB),22 E Main St & S Center St,39.975519,-111.784847,,,,,,1
24686,636188,Washington Blvd / 1000 N (NB),998 N Washington Blvd,41.275915,-111.96915,,,,,,0
24687,636189,4000 S / 2775 W (WB),2774 W 4000 S & S 2725 W,41.190699,-112.046133,,,,,,0
24688,636190,Midland Dr / 4275 S (SB),4285 S Midland Dr,41.185588,-112.054238,,,,,,0
24689,636191,3500 W / 6000 S (SB),6039 S 3500 W,41.153729,-112.064605,,,,,,0
24690,301445,2000 W / 2650 N (NB),2664 N 2000 W,41.152163,-112.0643,,,,,,0
24691,301446,1800 N /  300 W (WB),324 W 1800 N & N 350 W,41.139936,-112.032463,,,,,,0
24692,301447,1800 N / 75 W (EB),111 W 1800 N & 75 W,41.139792,-112.027774,0,,,,,1
24693,636192,1900 W / 5075 S (SB),5069 S 1900 W & Ut-126,41.170942,-112.026168,,,,,,1
24698,301450,700 W / 1725 N (SB),1701 N 700 W,41.08445,-111.97939,,,,,,0
24704,301456,Layton Hills Pkwy / Heritage Park B,1547 N Layton Hills Pky,41.082459,-111.978442,,,,,,1
24705,301457,Layton Hills Pkwy / Heritage Park B,1534 N Layton Hills Pky,41.0823,-111.978317,,,,,,1
24706,301458,1425 N / Layton Hills Pkwy (WB),752 W 1425 N & Layton Hills Pkwy,41.080743,-111.979595,,,,,,1
24707,301459,1200 W / 1200 N (NB),1190 N 1200 W & 1200 N,41.077752,-111.987769,,,,,,1
24709,BB301460,Clearfield Station (Bay F),1250 S & State Street,41.093952,-112.012744,,,,,,1
24710,301461,Antelope Dr / 1200 W (EB),1093 W Antelope Dr,41.08908,-111.985828,,,,,,0
24712,636193,Monroe Blvd / 26th St (SB),2619 S Monroe Blvd & 26Th St,41.217989,-111.959467,,,,,,0
24713,198551,Jordan Gtwy / 11000 S (NB),11020 S Jordan Gtwy & Valley High School (Deviation),40.551209,-111.898517,,,,,,0
24714,198550,Jordan Gtwy / 11000 S (SB),11033 S Jordan Gtwy & Valley High School (Deviation),40.551254,-111.898783,,,,,,0
24715,301463,1000 W / 1385 N (NB),1370 N 1000 W & W 1385 N,41.133685,-112.045193,,,,,,1
24716,301464,University Ave / Park Ln (SB),283 N University Ave,40.984397,-111.909519,,,,,,1
24720,301468,Marshall Way / Sugar St (WB),1171 W Marshall Way & Sugar St,41.064507,-111.987863,,,,,,0
24724,301471,University Ave / Park Ln (NB),302 N University Ave,40.984578,-111.909667,,,,,,1
24726,198554,9800 S / Raintree Dr (WB),2143 E 9800 S,40.57325,-111.829546,,,,,,0
24727,198552,700 E / Lazon Dr (NB),9159 S 700 E,40.585009,-111.872066,,,,,,0
24728,198553,9000 S / 600 E (WB),,40.588274,-111.873761,,,,,,1
24729,830236,980 W / 880 N (SB),919 N 980 W & Unnamed St,40.313882,-111.719691,,,,,,0
24735,198557,5400 S / Redwood Rd (EB),1755 W 5400 S & Ut-173,40.653041,-111.940021,,,,,,1
24736,198558,5400 S / Redwood Rd (WB),1638 W 5400 S & Unnamed St,40.653313,-111.936764,0,,,,,1
24738,501070,Main St / Vine St (SB),54 S Main St,40.529516,-112.298687,,,,,,1
24743,501074,Main St / 200 S (SB),220 S Main St & E 200 S,40.526323,-112.298763,,,,,,1
24744,198560,State St / Westminster Ave (SB),1912 S State St,40.728446,-111.888429,,,,,,1
24748,830238,State St / Lindon Center St. (NB),37 State St. & 36 N,40.338853,-111.717488,,,,,,1
24749,830239,State  St / 200 N (NB),183 State Street & 184 N,40.341761,-111.719877,,,,,,1
24750,830240,State St / 200 N (SB),191 N State St,40.341511,-111.720094,,,,,,0
24751,830241,State St / Lindon Center St (SB),44 S State St & Us-89,40.337167,-111.716527,,,,,,0
24753,301476,University Ave / Clark Ln (SB),163 N University Ave,40.983231,-111.909078,,,,,,1
24754,301477,University Ave / Clark Ln (NB),162 N University Ave,40.9832,-111.90899,,,,,,1
24756,BB198561,Jordan Valley Station (Bay D),8600 S 3400 W,40.595057,-111.970389,,,,,,1
24757,BB198562,Olympus Cove P+R (Bay C),3900 S Wasatch Blvd,40.687685,-111.796878,,,,,,1
24761,198565,700 W / 3500 S (SB),3494 S 700 W,40.695501,-111.911297,,,,,,0
24766,198567,3200 W / Sedgewick Ct (SB),3518 S 3200 W & W 3500 S,40.696121,-111.967666,,,,,,1
24767,198568,Redwood Rd / 9800 S (SB),9836 S Redwood Rd,40.572608,-111.938854,,,,,,1
24775,198571,Lodestone Ave / Copper City Dr (WB),5958 W Lodestone Ave & S Copper City Dr,40.642591,-112.033171,,,,,,1
24776,301480,Main St / Nicholls Rd / Burton Ln (,755 S Main & Nicholls,41.022166,-111.925247,,,,,,0
24777,301481,3000 N / 700 W (EB),524 W Hwy 193,41.103439,-111.977904,,,,,,1
24778,636195,3100 N / 575 E (EB),585 E 3100 N & N 575 E,41.31737,-111.961845,,,,,,0
24780,636196,South Pointe Dr / 5000 S (SB),5046 S 375 E & E 5000 S,41.172205,-111.971676,,,,,,0
24781,301478,1800 N / 550 W (WB),568 W 1800 N & N 550 W,41.139953,-112.036675,,,,,,0
24782,301479,Main St / 100 N (SB),113 N Main St & E 100 N,41.036668,-111.938721,,,,,,1
24792,198572,University St / 100 S (NB),87 S University St,40.76735,-111.852284,,,,,,1
24793,636197,Washington Blvd / 2300 N (NB),2368 N Washington Blvd,41.301335,-111.968684,,,,,,1
24794,301482,Main St / Park Ln (NB),716 N Main St,40.991778,-111.893749,,,,,,1
24797,198573,Jordan Gateway / 10000 S (SB),10024 S Jordan Gtwy,40.569261,-111.904575,,,,,,1
24798,198574,Jordan Gateway / 10000 S (NB),10041 S Jordan Gtwy,40.56896,-111.904297,,,,,,1
24802,BB198576,Sandy Civic Center Station (Bay F),SANDY CIVIC CENTER STATION,40.570878,-111.884752,,,,,,1
24803,BB198577,Sandy Civic Center Station (Bay E),,40.571058,-111.884804,,,,,,1
24807,BB198578,Sandy Civic Center Station (Bay D),SANDY CIVIC CENTER STATION,40.571174,-111.884979,,,,,,1
24809,830243,1200 W / 700 S (NB),1200 West & 691 South,40.284497,-111.723991,,,,,,0
24812,198579,9000 S / 600 E (EB),655 E 9000 S,40.587961,-111.873479,,,,,,1
24814,301483,Main St / 475 S (SB),488 S Main St & E 475 S,41.027112,-111.931507,,,,,,1
24815,BB301484,Layton Station (Bay B),150 S Main St & Layton Station St,41.057294,-111.965205,,,,,,1
24819,198583,Redwood Rd / Indiana Ave (NB),837 S Redwood Rd & W Indiana Ave,40.751518,-111.938866,,,,,,1
24820,636200,Harrison Blvd / 5th St (NB),452 S Harrison Blvd & 5Th St,41.254764,-111.947824,,,,,,0
24821,636201,Harrison Blvd / 3rd St (SB),263 S Harrison Blvd & 3Rd St,41.258132,-111.947972,,,,,,1
24823,636202,Harrison Blvd / 7th St (SB),717 S Harrison Blvd & 7Th St,41.251141,-111.948154,,,,,,1
24827,198584,Redwood Rd / California Ave (NB),1289 S Redwood Rd & Ut-68,40.741064,-111.938854,,,,,,1
24828,198585,Redwood Rd / Indiana Ave (SB),860 S Redwood Rd & W Indiana Ave,40.750978,-111.939142,,,,,,1
24829,636204,2nd St / Harrison Blvd (WB),1182 E 2nd St,41.259314,-111.948321,,,,,,0
24832,301486,Layton Pkwy / 650 W (EB),751 W Layton Pkwy & 700 W,41.050637,-111.977156,,,,,,0
24833,301487,500 E / 400 S (SB),378 S 500 E,41.027912,-111.927414,,,,,,1
24834,301488,13th St / F St (SB),905 & S 13Th St,41.101298,-112.028249,,,,,,0
24836,198586,3600 W / 3650 S (SB),3620 S 3600 W & Lancer Way,40.693661,-111.977154,,,,,,1
24837,198587,3650 S / 3200 W (WB),3224 W 3650 S,40.693015,-111.968158,,,,,,1
24838,198588,3650 S / 3400 W (EB),3381 W 3650 S & Gerald L Wright Villa Senior A,40.692877,-111.972066,,,,,,0
24839,198589,3600 W / 3650 S (NB),3631 S 3600 W & Lancer Way,40.693381,-111.977003,,,,,,1
24840,198590,Sandy Pkwy / 9000 S (NB),8951 S Sandy Pky,40.588739,-111.904135,,,,,,1
24843,301489,Gentile St / Fort Ln (EB),394 E Gentile St,41.060032,-111.958787,,,,,,1
24848,198593,3600 W / 3500 S (NB),3477 S 3600 W & W 3500 S,40.697116,-111.977021,,,,,,1
24854,BB198594,Sandy Civic Center Station (Bay C),,40.5712,-111.885223,,,,,,1
24857,301490,Main St / 950 S (SB) (Layton),968 S Main St,41.046406,-111.953385,,,,,,1
24858,830245,300 S / 200 E (EB),228 E 300 S & S 200 E,40.2296,-111.654677,,,,,,1
24859,830246,300 S / 400 E (EB),428 E 300 S & 400 E,40.229591,-111.651237,,,,,,1
24861,830248,300 S / 600 E (EB),614 E 300 S,40.229577,-111.647985,,,,,,1
24862,830249,300 S / 200 E (WB),181 E 300 S & 200 E,40.229779,-111.655501,,,,,,1
24863,198595,3200 W / Bennion Blvd (SB),6166 S 3200 W & 6200 S,40.639226,-111.967507,,,,,,0
24864,S198596,Solitude Moonbeam Lodge,E Church Rd & Moonbeam Lodge,40.623636,-111.597943,3,,,,,1
24869,198600,200 S / 900 E (WB),853 E 200 S & S Banks Ct,40.765121,-111.866471,,,,,,1
24875,830251,1750 W / 700 S (NB),669 S 1750 W & 700 S,40.157608,-111.642272,,,,,,0
24876,830252,300 S / 600 E (WB),573 E 300 S & S 600 E,40.229751,-111.648729,,,,,,1
24879,301491,Main St / 1800 N (SB) (Sunset),1851 N Main St,41.140563,-112.02618,,,,,,0
24880,636207,Washington Blvd / 12th St (SB),1215 Washington Blvd & Us-89,41.244019,-111.970132,,,,,,1
24882,830253,South Payson P+R (Bay B),779 S 1270 W,40.032454,-111.754278,,,,,,1
24884,198602,Winchester/Fashion Place Mall (WB),233  & FASHION BLVD,40.633128,-111.885036,,,,,,1
24885,198603,Cougar Ln / Aspen Park Dr (SB),6314 S Cougar Ln & W Aspen Park Dr,40.636382,-112.007035,,,,,,1
24886,636208,Washington Blvd / 7th St (NB),650 Washington Blvd & 7Th,41.252268,-111.969615,,,,,,1
24887,636209,Washington Blvd / 22nd St (NB),2180 Washington Blvd & 22Nd,41.227301,-111.970165,,,,,,1
24888,636210,Washington Blvd / 27th St (NB),2684 Washington Blvd & 27Th,41.216739,-111.970435,,,,,,1
24889,198604,Redwood Rd / 6600 S (NB),6597 S Redwood Rd & Ut-68,40.631331,-111.938662,,,,,,1
24892,198605,8600 S / Harrison St (EB),283 W 8600 S & S Harrison St,40.594988,-111.90013,,,,,,0
24897,198607,4015 W / 5615 S (SB),5592 S 4015 W & W 5580 S,40.649536,-111.987042,,,,,,0
24904,830255,Triumph Blvd / 3400 N (SB),3451 N Triumph Blvd,40.430049,-111.880652,,,,,,1
24907,198610,1300 S / 400 W (EB),379 W 1300 S & W 13Th S,40.741498,-111.901974,,,,,,1
24909,830254,State St / 500 W (EB),553 W State St,40.404325,-111.858098,,,,,,1
24912,301492,Antelope Dr / 1000 E (WB) (Clearfie,995 E Antelope Dr & 1000 E,41.089243,-112.007429,,,,,,1
24914,301493,1500 E / 800 S (SB),778 S 1500 E & E 800 S,41.102458,-111.997372,,,,,,1
24915,301494,1500 E / 1000 S (SB),1064 S 1500 E & Pepper Ridge Apartments,41.098761,-111.997369,,,,,,1
24916,301495,1450 S / 1400 W (EB),1760 E 1450 S,41.092868,-111.989746,,,,,,1
24917,301496,1450 S / 1400 W (WB),1761 E 1450 S,41.092935,-111.98972,,,,,,1
24918,301497,Legend Hills Dr / 1400 S (NB),1392 Legend Hills Dr & W 1400 S,41.094347,-111.994843,,,,,,1
24919,301498,1500 E / 1100 S (NB),1147 S 1500 E & E 1100 S,41.097611,-111.997192,,,,,,1
24920,301499,1500 E / 925 S (NB),971 S 1500 E & E 925 S,41.099719,-111.997187,,,,,,1
24921,301500,1500 E / 800 S (NB),769 S 1500 E & 800 S,41.102589,-111.9972,,,,,,1
24924,830257,UVU McKay Education Building (WB),800 S & 940 W,40.282716,-111.718017,,,,,,0
24926,830258,UVU Testing Services (WB),1165 W 800 S,40.282648,-111.72244,,,,,,0
24929,301501,700 S / 800 E (WB),790 E HIGHWAY 193,41.10361,-112.010872,,,,,,1
24930,301502,700 S / 800 E (EB),700 S 765 E,41.103514,-112.011857,,,,,,0
24931,301503,700 S / 1000 E (WB),937 E HIGHWAY 193,41.103586,-112.008279,,,,,,1
